VideoName,X,Y,Cluster
B6_D1,651,0,393,0,0
B10_D1,447,0,192,0,0
B6_D1,194,0,486,0,0
B6_D1,786,0,484,0,0
B10_D1,420,0,261,0,0
B4_D1,837,0,257,0,0
B6_D1,996,0,9,0,0
B10_D1,134,0,214,0,0
B6_D1,621,0,52,0,0
B6_D1,128,0,181,0,0
B4_D1,895,0,14,0,0
G1_D1,286,0,259,0,0
B6_D1,676,0,23,0,0
G1_D1,148,0,0,0,0
B4_D1,829,0,38,0,0
B10_D1,440,0,125,0,0
B10_D1,4,0,181,0,0
B6_D1,820,0,448,0,0
G1_D1,426,0,29,0,0
B10_D1,967,0,53,0,0
B6_D1,5,0,141,0,0
B8_D1,1022,0,42,0,0
G1_D1,36,0,26,0,0
G1_D1,250,0,156,0,0
B6_D1,1,0,133,0,0
G1_D1,319,0,209,0,0
B10_D1,800,0,376,0,0
B6_D1,829,0,329,0,0
G1_D1,747,0,164,0,0
B10_D1,552,0,506,0,0
B6_D1,446,0,489,0,0
B4_D1,762,0,224,0,0
B8_D1,55,0,243,0,0
B10_D1,187,0,281,0,0
B6_D1,264,0,45,0,0
G1_D1,333,0,405,0,0
B6_D1,366,0,501,0,0
B6_D1,504,0,30,0,0
G1_D1,1015,0,303,0,0
B6_D1,606,0,502,0,0
G1_D1,453,0,484,0,0
B10_D1,814,0,446,0,0
B8_D1,272,0,326,0,0
G1_D1,21,0,172,0,0
B10_D1,364,0,481,0,0
B6_D1,292,0,79,0,0
B6_D1,427,0,479,0,0
B10_D1,516,0,137,0,0
G1_D1,1017,0,510,0,0
G1_D1,890,0,95,0,0
B10_D1,889,0,349,0,0
B4_D1,763,0,239,0,0
B6_D1,6,0,202,0,0
B4_D1,231,0,61,0,0
G1_D1,235,0,6,0,0
G1_D1,46,0,186,0,0
G1_D1,514,0,20,0,0
B6_D1,351,0,351,0,0
B10_D1,958,0,284,0,0
B10_D1,52,0,449,0,0
G1_D1,1016,0,348,0,0
B6_D1,803,0,186,0,0
B6_D1,885,0,366,0,0
B10_D1,48,0,157,0,0
B10_D1,654,0,233,0,0
B10_D1,555,0,309,0,0
G1_D1,1008,0,293,0,0
B10_D1,484,0,483,0,0
B2_D1,944,0,456,0,0
B6_D1,640,0,49,0,0
B2_D1,703,0,66,0,0
B10_D1,334,0,89,0,0
G1_D1,1020,0,275,0,0
B6_D1,0,0,163,0,0
G1_D1,543,0,109,0,0
B10_D1,419,0,8,0,0
B6_D1,643,0,302,0,0
B8_D1,170,0,197,0,0
B10_D1,390,0,414,0,0
B10_D1,911,0,322,0,0
B6_D1,720,0,23,0,0
G1_D1,476,0,483,0,0
G1_D1,1004,0,196,0,0
B10_D1,723,0,119,0,0
B2_D1,123,0,424,0,0
B6_D1,790,0,460,0,0
G1_D1,487,0,310,0,0
B10_D1,146,0,166,0,0
B6_D1,9,0,104,0,0
G1_D1,163,0,68,0,0
B6_D1,135,0,116,0,0
G1_D1,309,0,464,0,0
B2_D1,999,0,216,0,0
B6_D1,623,0,164,0,0
B10_D1,79,0,84,0,0
B6_D1,356,0,48,0,0
B10_D1,25,0,179,0,0
G1_D1,409,0,32,0,0
B6_D1,649,0,292,0,0
B6_D1,941,0,135,0,0
G1_D1,846,0,302,0,0
B2_D1,754,0,72,0,0
B6_D1,322,0,428,0,0
G1_D1,156,0,3,0,0
B6_D1,973,0,394,0,0
B10_D1,872,0,342,0,0
B6_D1,744,0,373,0,0
G1_D1,717,0,278,0,0
G1_D1,96,0,276,0,0
G1_D1,1018,0,139,0,0
B6_D1,980,0,11,0,0
G1_D1,58,0,163,0,0
B4_D1,217,0,39,0,0
B10_D1,364,0,34,0,0
B6_D1,767,0,153,0,0
B4_D1,465,0,423,0,0
B6_D1,36,0,14,0,0
G1_D1,534,0,510,0,0
B6_D1,188,0,42,0,0
B10_D1,50,0,277,0,0
B10_D1,415,0,282,0,0
B4_D1,1023,0,180,0,0
B6_D1,348,0,46,0,0
B10_D1,300,0,178,0,0
B6_D1,476,0,15,0,0
G1_D1,1020,0,432,0,0
B10_D1,886,0,364,0,0
B10_D1,765,0,255,0,0
B10_D1,587,0,77,0,0
B6_D1,130,0,179,0,0
B6_D1,802,0,258,0,0
B6_D1,684,0,474,0,0
G1_D1,243,0,363,0,0
G1_D1,750,0,197,0,0
B6_D1,143,0,181,0,0
B10_D1,746,0,102,0,0
B10_D1,318,0,307,0,0
B10_D1,796,0,406,0,0
B10_D1,562,0,409,0,0
B10_D1,9,0,57,0,0
G1_D1,369,0,134,0,0
B2_D1,472,0,30,0,0
G1_D1,91,0,463,0,0
G1_D1,157,0,111,0,0
B10_D1,292,0,5,0,0
G1_D1,339,0,241,0,0
B2_D1,118,0,510,0,0
B6_D1,406,0,88,0,0
B10_D1,1022,0,25,0,0
B4_D1,551,0,297,0,0
G1_D1,78,0,89,0,0
B6_D1,452,0,170,0,0
B6_D1,729,0,155,0,0
B10_D1,46,0,63,0,0
B8_D1,278,0,324,0,0
B4_D1,617,0,216,0,0
G1_D1,249,0,8,0,0
B6_D1,346,0,431,0,0
B6_D1,206,0,496,0,0
B10_D1,287,0,341,0,0
G1_D1,703,0,39,0,0
B10_D1,460,0,315,0,0
G1_D1,710,0,341,0,0
B10_D1,15,0,240,0,0
B10_D1,110,0,189,0,0
G1_D1,11,0,38,0,0
B8_D1,130,0,333,0,0
B6_D1,206,0,452,0,0
B10_D1,642,0,147,0,0
B6_D1,838,0,190,0,0
B4_D1,979,0,217,0,0
B4_D1,940,0,285,0,0
G1_D1,928,0,294,0,0
G1_D1,181,0,40,0,0
G1_D1,1021,0,71,0,0
B2_D1,945,0,510,0,0
B6_D1,151,0,88,0,0
B10_D1,534,0,272,0,0
G1_D1,488,0,483,0,0
B2_D1,301,0,389,0,0
B6_D1,831,0,120,0,0
B6_D1,374,0,503,0,0
G1_D1,662,0,19,0,0
B4_D1,517,0,75,0,0
B6_D1,266,0,494,0,0
B8_D1,1022,0,102,0,0
G1_D1,327,0,37,0,0
B6_D1,933,0,242,0,0
B6_D1,912,0,301,0,0
B6_D1,944,0,41,0,0
G1_D1,326,0,5,0,0
B10_D1,265,0,256,0,0
B4_D1,4,0,260,0,0
B6_D1,122,0,208,0,0
G1_D1,34,0,181,0,0
B6_D1,235,0,89,0,0
B10_D1,144,0,310,0,0
G1_D1,842,0,440,0,0
G1_D1,1018,0,244,0,0
