VideoName,X,Y,Cluster
B6_D1,276,0,265,0,0
B4_D1,735,0,262,0,0
B10_D1,102,0,118,0,0
B4_D1,251,0,52,0,0
B6_D1,587,0,167,0,0
B10_D1,491,0,500,0,0
B10_D1,1012,0,41,0,0
B10_D1,905,0,1,0,0
G1_D1,944,0,20,0,0
G1_D1,546,0,21,0,0
G1_D1,778,0,511,0,0
B10_D1,424,0,311,0,0
B10_D1,367,0,164,0,0
G1_D1,671,0,69,0,0
B6_D1,309,0,214,0,0
B10_D1,556,0,148,0,0
B10_D1,325,0,413,0,0
B6_D1,468,0,241,0,0
B10_D1,523,0,210,0,0
B10_D1,876,0,265,0,0
B6_D1,436,0,408,0,0
B6_D1,10,0,431,0,0
B6_D1,945,0,284,0,0
B8_D1,773,0,310,0,0
B8_D1,842,0,305,0,0
B6_D1,901,0,140,0,0
B4_D1,303,0,150,0,0
B10_D1,39,0,56,0,0
B4_D1,429,0,420,0,0
B6_D1,319,0,292,0,0
B2_D1,693,0,506,0,0
B10_D1,449,0,188,0,0
G1_D1,1013,0,92,0,0
B10_D1,838,0,341,0,0
G1_D1,558,0,40,0,0
B2_D1,240,0,56,0,0
B10_D1,907,0,234,0,0
B6_D1,221,0,133,0,0
G1_D1,60,0,7,0,0
B4_D1,602,0,196,0,0
G1_D1,267,0,42,0,0
B6_D1,374,0,104,0,0
B10_D1,678,0,32,0,0
B6_D1,959,0,407,0,0
B10_D1,254,0,133,0,0
G1_D1,537,0,109,0,0
B6_D1,291,0,76,0,0
B4_D1,759,0,71,0,0
B10_D1,334,0,205,0,0
B10_D1,691,0,262,0,0
G1_D1,754,0,3,0,0
G1_D1,548,0,1,0,0
B10_D1,160,0,101,0,0
B6_D1,18,0,319,0,0
G1_D1,203,0,79,0,0
G1_D1,382,0,267,0,0
B10_D1,564,0,323,0,0
B4_D1,197,0,48,0,0
G1_D1,991,0,19,0,0
B8_D1,23,0,322,0,0
B10_D1,678,0,72,0,0
B10_D1,1,0,245,0,0
B6_D1,18,0,311,0,0
B10_D1,596,0,53,0,0
B10_D1,514,0,250,0,0
B6_D1,86,0,28,0,0
B10_D1,775,0,213,0,0
G1_D1,317,0,222,0,0
B2_D1,630,0,481,0,0
B6_D1,526,0,17,0,0
G1_D1,922,0,106,0,0
B4_D1,418,0,412,0,0
B10_D1,342,0,203,0,0
B6_D1,154,0,343,0,0
B10_D1,935,0,244,0,0
B10_D1,342,0,334,0,0
G1_D1,869,0,192,0,0
G1_D1,292,0,126,0,0
B4_D1,255,0,47,0,0
B6_D1,510,0,484,0,0
B6_D1,796,0,486,0,0
B6_D1,1001,0,305,0,0
B6_D1,106,0,252,0,0
G1_D1,162,0,276,0,0
B10_D1,666,0,415,0,0
B4_D1,270,0,252,0,0
B6_D1,22,0,382,0,0
G1_D1,1011,0,232,0,0
B6_D1,289,0,373,0,0
G1_D1,316,0,399,0,0
G1_D1,515,0,85,0,0
B6_D1,179,0,86,0,0
G1_D1,24,0,58,0,0
G1_D1,51,0,77,0,0
B10_D1,654,0,387,0,0
B2_D1,823,0,186,0,0
B8_D1,212,0,61,0,0
B6_D1,416,0,354,0,0
G1_D1,987,0,153,0,0
B6_D1,148,0,483,0,0
B6_D1,208,0,498,0,0
G1_D1,349,0,202,0,0
B10_D1,549,0,321,0,0
B6_D1,992,0,48,0,0
B10_D1,507,0,38,0,0
G1_D1,63,0,455,0,0
B2_D1,474,0,510,0,0
B10_D1,195,0,59,0,0
B6_D1,452,0,28,0,0
B10_D1,881,0,37,0,0
B6_D1,496,0,501,0,0
B4_D1,6,0,206,0,0
B6_D1,762,0,373,0,0
G1_D1,834,0,300,0,0
B4_D1,113,0,289,0,0
B10_D1,888,0,397,0,0
G1_D1,680,0,5,0,0
B6_D1,824,0,305,0,0
B4_D1,873,0,204,0,0
G1_D1,472,0,510,0,0
B10_D1,441,0,461,0,0
B6_D1,148,0,204,0,0
B4_D1,614,0,154,0,0
B10_D1,355,0,220,0,0
B10_D1,188,0,344,0,0
B6_D1,182,0,28,0,0
B10_D1,805,0,389,0,0
B6_D1,984,0,484,0,0
B6_D1,720,0,493,0,0
B10_D1,71,0,163,0,0
B10_D1,621,0,106,0,0
G1_D1,983,0,40,0,0
G1_D1,491,0,15,0,0
B10_D1,99,0,66,0,0
B6_D1,699,0,418,0,0
B10_D1,1017,0,31,0,0
B6_D1,396,0,505,0,0
B10_D1,419,0,511,0,0
B6_D1,104,0,4,0,0
B10_D1,715,0,73,0,0
B2_D1,984,0,86,0,0
B6_D1,966,0,122,0,0
G1_D1,33,0,10,0,0
B10_D1,320,0,234,0,0
B6_D1,988,0,8,0,0
B6_D1,226,0,2,0,0
B6_D1,2,0,413,0,0
B6_D1,456,0,493,0,0
B10_D1,192,0,110,0,0
B2_D1,898,0,84,0,0
G1_D1,861,0,76,0,0
B10_D1,277,0,49,0,0
B10_D1,857,0,231,0,0
B6_D1,892,0,20,0,0
B6_D1,721,0,201,0,0
B10_D1,681,0,265,0,0
B6_D1,245,0,181,0,0
B10_D1,751,0,93,0,0
B10_D1,37,0,79,0,0
B10_D1,253,0,347,0,0
B6_D1,924,0,487,0,0
G1_D1,32,0,34,0,0
B6_D1,580,0,35,0,0
B10_D1,641,0,282,0,0
B10_D1,830,0,89,0,0
B6_D1,778,0,510,0,0
B10_D1,243,0,354,0,0
G1_D1,560,0,19,0,0
G1_D1,765,0,240,0,0
B10_D1,654,0,421,0,0
B10_D1,367,0,3,0,0
B10_D1,291,0,98,0,0
B6_D1,814,0,17,0,0
B6_D1,756,0,205,0,0
B2_D1,633,0,508,0,0
B6_D1,951,0,238,0,0
B6_D1,58,0,122,0,0
B2_D1,2,0,141,0,0
B6_D1,627,0,180,0,0
B6_D1,544,0,256,0,0
B6_D1,710,0,112,0,0
B6_D1,636,0,45,0,0
B2_D1,33,0,45,0,0
B10_D1,218,0,48,0,0
B2_D1,772,0,359,0,0
B6_D1,836,0,506,0,0
B2_D1,219,0,130,0,0
B10_D1,552,0,115,0,0
B6_D1,580,0,336,0,0
B6_D1,3,0,142,0,0
B10_D1,613,0,314,0,0
B2_D1,539,0,510,0,0
B10_D1,28,0,217,0,0
B6_D1,740,0,423,0,0
B6_D1,240,0,155,0,0
B10_D1,713,0,74,0,0
B2_D1,41,0,32,0,0
G1_D1,715,0,338,0,0
B6_D1,58,0,150,0,0
G1_D1,256,0,289,0,0
B10_D1,119,0,267,0,0
G1_D1,970,0,217,0,0
B6_D1,40,0,2,0,0
B10_D1,394,0,81,0,0
